"sp","0.0445","value_ralgae","p_change","qual_change"
"scurria zebrina",0.42470044406544,0.0015,1.39323557451325,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0015,1.42755595595565,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0015,0.0242990934633092,"Less than 5% change"
"tegula atra",4.97266222161905,0.0015,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.0015,-1.35779593865881,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0015,-1.35779593864164,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0015,-1.35779593864636,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0015,0.0278105630783454,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0015,-0.0176111273913482,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0015,1.1663897658738,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0015,-0.0229346902004268,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0015,0.0278105623729985,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0015,0.0278105627192549,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0015,-0.127854194531463,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0015,-19.5312720829392,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0015,0.580487349347103,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0015,-0.126327922446279,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0015,0.0278105630885372,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0015,0.336267256972156,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0015,-0.0194261776878535,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0015,0.0278105624143654,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0015,-0.0188619983437111,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0015,0.165462722078336,"Less than 5% change"
"gulls",0.0383959244085519,0.0015,0.0756343173892393,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0015,0.00441959823667126,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0015,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0015,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0015,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0015,-0.00116001775133379,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0015,-0.00116001812436872,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0015,-0.00116001825951617,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0015,-0.00116001725183335,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0015,-0.00116001706264024,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0015,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0015,200.260254012198,"Increase"
"algae",-0.109713196487393,0.0015,-46.9244406247443,"Decrease"
"acanthina monodon",0.0336147349659477,0.0016,0.0241859358342866,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0016,0.00498077564494714,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0016,0.00503399385349823,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0016,-0.067241213502145,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0016,0.0776607470470703,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0016,1.38904461489977,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0016,0.187348417577993,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0016,1.41758395071556,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0016,1.39730407232312,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0016,-0.00377988005144658,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0016,-0.113579853042034,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0016,-0.39330068595349,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0016,-0.255245065173371,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0016,-0.218414888560647,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0016,0.673964528006032,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0016,-0.177130927190572,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0016,-0.207381784185334,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0016,-0.207381784185312,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0016,-0.00358831219545719,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0016,1.39709755566781,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0016,1.39258988681743,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0016,1.39338584998785,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0016,-33.5988107068486,"Decrease"
"scurria variabilis",0.398448435084608,0.0016,1.38711973829457,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0016,1.39048579880305,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0016,1.3932417835355,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0016,1.42755603742279,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0016,0.0242953077732588,"Less than 5% change"
"tegula atra",4.97266222161905,0.0016,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.0016,-1.35779505139537,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0016,-1.3577950514174,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0016,-1.3577950514174,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0016,0.0278172728622961,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0016,-0.0176099635997073,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0016,1.16638767739377,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0016,-0.0229328862660805,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0016,0.0278172699765822,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0016,0.0278172713429115,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0016,-0.127832891208313,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0016,-19.5312720631012,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0016,0.580506822062632,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0016,-0.12630800004918,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0016,0.0278172728622739,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0016,0.336273686186295,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0016,-0.0194239686059805,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0016,0.0278172700595603,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0016,-0.0188599381904964,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0016,0.165471150668339,"Less than 5% change"
"gulls",0.0383959244085519,0.0016,0.0756520704182639,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0016,0.00444394567846729,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0016,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0016,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0016,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0016,-0.0011321566417033,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0016,-0.00113215667093547,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0016,-0.00113215628383401,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0016,-0.00113215670187738,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0016,-0.00113215669879096,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0016,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0016,200.260253260966,"Increase"
"algae",-0.109713196487393,0.0016,-42.8685715934594,"Decrease"
"acanthina monodon",0.0336147349659477,0.0017,0.024186332410614,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0017,0.00498539795945607,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0017,0.00503459854430677,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0017,-0.0672403493665041,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0017,0.0776634004606036,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0017,1.38904517404281,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0017,0.187347279123906,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0017,1.41758460260135,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0017,1.3973024515533,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0017,-0.00377935928770334,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0017,-0.113581147828157,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0017,-0.393301871488871,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0017,-0.255246272703413,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0017,-0.218416194477278,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0017,0.673963577748271,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0017,-0.177132179526374,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0017,-0.207383087366964,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0017,-0.207383087367252,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0017,-0.00358447096584502,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0017,1.39709596338669,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0017,1.39258797177442,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0017,1.39338407227381,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0017,-33.5988153131656,"Decrease"
"scurria variabilis",0.398448435084608,0.0017,1.38711722825759,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0017,1.39048299903655,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0017,1.39323864517209,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0017,1.42755673973707,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0017,0.024307807884294,"Less than 5% change"
"tegula atra",4.97266222161905,0.0017,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.0017,-1.35779452522379,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0017,-1.35779452525965,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0017,-1.35779452522378,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0017,0.0278203724853654,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0017,-0.0176062673370558,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0017,1.16638824858497,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0017,-0.0229303213206133,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0017,0.0278203743401262,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0017,0.0278203734439098,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0017,-0.127851698401527,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0017,-19.5312721312618,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0017,0.580489325328459,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0017,-0.12632549821644,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0017,0.0278203724316972,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0017,0.336282104325636,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0017,-0.0194217141803565,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0017,0.0278203742670957,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0017,-0.0188576928716433,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0017,0.165470145439017,"Less than 5% change"
"gulls",0.0383959244085519,0.0017,0.0756317359073888,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0017,0.00440747973744493,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0017,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0017,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0017,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0017,-0.00117509319705889,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0017,-0.00117509277223204,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0017,-0.00117509206448707,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0017,-0.00117509437769225,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0017,-0.00117509341539535,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0017,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0017,200.260255901794,"Increase"
"algae",-0.109713196487393,0.0017,-39.0012247610429,"Decrease"
"acanthina monodon",0.0336147349659477,0.0018,0.0241953044277654,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0018,0.00499292393254525,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0018,0.00504155327127886,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0018,-0.0672483735817631,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0018,0.0776744715754951,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0018,1.38904918601419,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0018,0.187366959155466,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0018,1.41758634838194,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0018,1.39730758090033,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0018,-0.00378491747982102,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0018,-0.113583962842112,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0018,-0.393285322173442,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0018,-0.255251295475289,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0018,-0.218400493280113,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0018,0.673965141110555,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0018,-0.177116308177216,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0018,-0.207367378102497,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0018,-0.207367378135592,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0018,-0.00358307557182247,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0018,1.39710117071776,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0018,1.39259386137855,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0018,1.39338954776411,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0018,-33.598810158461,"Decrease"
"scurria variabilis",0.398448435084608,0.0018,1.38712513043286,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0018,1.39049317753559,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0018,1.39324915869754,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0018,1.42755782738562,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0018,0.0243036056031709,"Less than 5% change"
"tegula atra",4.97266222161905,0.0018,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.0018,-1.35779239171704,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0018,-1.35779239171707,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0018,-1.35779239171705,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0018,0.027817069583036,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0018,-0.0175972240794908,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0018,1.16638615133087,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0018,-0.0229271108799778,"Less than 5% change"
