"sp","value_rmodificator","p_change","qual_change"
"acanthina monodon",8e-04,0.236934566,"Less than 5% change"
"acanthocyclus gayi",8e-04,10.32739581,"Increase"
"acanthocyclus hassleri",8e-04,1.011379181,"Less than 5% change"
"acanthopleura echinata",8e-04,8.523448826,"Increase"
"chaetopleura peruviana",8e-04,2.768251337,"Less than 5% change"
"chiton  cummingsi",8e-04,-6.291727247,"Decrease"
"chiton  granosus",8e-04,-7.210182904,"Decrease"
"chiton  latus",8e-04,-5.348319438,"Decrease"
"lottia  orbignyi",8e-04,-8.135230325,"Decrease"
"concholepas concholepas",8e-04,1.469084232,"Less than 5% change"
"enoplochiton  niger",8e-04,0.433821522,"Less than 5% change"
"fissurella  costata",8e-04,4.647514787,"Less than 5% change"
"fissurella  crassa",8e-04,1.594132374,"Less than 5% change"
"fissurella  cummingi",8e-04,5.000336561,"Increase"
"fissurella  limbata",8e-04,9.952325861,"Increase"
"fissurella  maxima",8e-04,3.820416768,"Less than 5% change"
"fissurella  picta",8e-04,5.196294928,"Increase"
"fissurella  puhlcra",8e-04,5.196294928,"Increase"
"heliaster helianthus",8e-04,6.72653504,"Increase"
"scurria  araucana",8e-04,-8.14834929,"Decrease"
"scurria  ceciliana",8e-04,-8.628668516,"Decrease"
"scurria  plana",8e-04,-8.382313528,"Decrease"
"scurria scurra",8e-04,-100,"Decrease"
"scurria variabilis",8e-04,-9.842762557,"Decrease"
"scurria viridula",8e-04,-11.09455888,"Decrease"
"scurria zebrina",8e-04,-11.58979275,"Decrease"
"siphonaria lesoni",8e-04,-5.136392138,"Decrease"
"stichaster striatus",8e-04,12.01408762,"Increase"
"tegula atra",8e-04,176.821583,"Increase"
"Tonicia lineolata",8e-04,26.84362236,"Increase"
"tonicia  chilensis",8e-04,26.84362236,"Increase"
"tonicia  elegans",8e-04,26.84362236,"Increase"
"anthotoe spp.",8e-04,8.416372508,"Increase"
"austromegabalanus psittacus",8e-04,4.622761329,"Less than 5% change"
"balanus laevis",8e-04,-3.111380103,"Less than 5% change"
"brachidontes granulata",8e-04,4.291090232,"Less than 5% change"
"bunodactis spp.",8e-04,8.416372508,"Increase"
"Oulactis concinnata",8e-04,8.416372508,"Increase"
"jhelius cirratus",8e-04,-27.95233685,"Decrease"
"lessonia nigrescens a",8e-04,-100,"Decrease"
"nothobalanus flosculus",8e-04,-30.69445256,"Decrease"
"nothochthamalus scabrosus",8e-04,-26.86094872,"Decrease"
"parantheopsis ",8e-04,8.416372508,"Increase"
"perumytilus purpuratus",8e-04,-12.31277653,"Decrease"
"phragmatopoma spp.",8e-04,4.529191541,"Less than 5% change"
"phymactis spp.",8e-04,8.416372508,"Increase"
"pyura chilensis",8e-04,4.568189317,"Less than 5% change"
"semimytilus algosus",8e-04,-4.385455587,"Less than 5% change"
"gulls",8e-04,-36.65129961,"Decrease"
"cinclodes nigrofumosus",8e-04,-49.07385028,"Decrease"
"Echinolittorina peruviana",8e-04,-100,"Decrease"
"austrolittorina araucana",8e-04,-100,"Decrease"
"onchidella sp. ",8e-04,-100,"Decrease"
"Allelopetrolisthes punctatus",8e-04,-50.67541884,"Decrease"
"petrolisthes spinifrons",8e-04,-50.67541884,"Decrease"
"petrolisthes angulosus",8e-04,-50.67541884,"Decrease"
"petrolisthes tuberculatus",8e-04,-50.67541884,"Decrease"
"petrolisthes tuberculosus",8e-04,-50.67541884,"Decrease"
"trimusculus peruvianus",8e-04,-100,"Decrease"
"lessonia nigrescens j",8e-04,-100,"Decrease"
"algae",8e-04,-18.21429073,"Decrease"
"acanthina monodon",9e-04,0.236927394,"Less than 5% change"
"acanthocyclus gayi",9e-04,10.32740654,"Increase"
"acanthocyclus hassleri",9e-04,1.011373717,"Less than 5% change"
"acanthopleura echinata",9e-04,8.523438521,"Increase"
"chaetopleura peruviana",9e-04,2.768248683,"Less than 5% change"
"chiton  cummingsi",9e-04,-6.291727079,"Decrease"
"chiton  granosus",9e-04,-7.210206637,"Decrease"
"chiton  latus",9e-04,-5.348316551,"Decrease"
"lottia  orbignyi",9e-04,-8.135233477,"Decrease"
"concholepas concholepas",9e-04,1.469079503,"Less than 5% change"
"enoplochiton  niger",9e-04,0.433801125,"Less than 5% change"
"fissurella  costata",9e-04,4.647493027,"Less than 5% change"
"fissurella  crassa",9e-04,1.594111764,"Less than 5% change"
"fissurella  cummingi",9e-04,5.000314821,"Increase"
"fissurella  limbata",9e-04,9.952303529,"Increase"
"fissurella  maxima",9e-04,3.820395533,"Less than 5% change"
"fissurella  picta",9e-04,5.196273197,"Increase"
"fissurella  puhlcra",9e-04,5.196273197,"Increase"
"heliaster helianthus",9e-04,6.726538981,"Increase"
"scurria  araucana",9e-04,-8.148352405,"Decrease"
"scurria  ceciliana",9e-04,-8.628672743,"Decrease"
"scurria  plana",9e-04,-8.382317219,"Decrease"
"scurria scurra",9e-04,-100,"Decrease"
"scurria variabilis",9e-04,-9.842769611,"Decrease"
"scurria viridula",9e-04,-11.09456908,"Decrease"
"scurria zebrina",9e-04,-11.58980426,"Decrease"
"siphonaria lesoni",9e-04,-5.136388787,"Decrease"
"stichaster striatus",9e-04,12.01411086,"Increase"
"tegula atra",9e-04,176.821557,"Increase"
"Tonicia lineolata",9e-04,26.84362557,"Increase"
"tonicia  chilensis",9e-04,26.84362557,"Increase"
"tonicia  elegans",9e-04,26.84362557,"Increase"
"anthotoe spp.",9e-04,8.416370904,"Increase"
"austromegabalanus psittacus",9e-04,4.622761443,"Less than 5% change"
"balanus laevis",9e-04,-3.111373383,"Less than 5% change"
"brachidontes granulata",9e-04,4.29109067,"Less than 5% change"
"bunodactis spp.",9e-04,8.416370904,"Increase"
"Oulactis concinnata",9e-04,8.416370904,"Increase"
"jhelius cirratus",9e-04,-27.95239702,"Decrease"
"lessonia nigrescens a",9e-04,-100,"Decrease"
"nothobalanus flosculus",9e-04,-30.69450602,"Decrease"
"nothochthamalus scabrosus",9e-04,-26.86100697,"Decrease"
"parantheopsis ",9e-04,8.416370904,"Increase"
"perumytilus purpuratus",9e-04,-12.31280768,"Decrease"
"phragmatopoma spp.",9e-04,4.52919212,"Less than 5% change"
"phymactis spp.",9e-04,8.416370904,"Increase"
"pyura chilensis",9e-04,4.568190186,"Less than 5% change"
"semimytilus algosus",9e-04,-4.38547278,"Less than 5% change"
"gulls",9e-04,-36.65134534,"Decrease"
"cinclodes nigrofumosus",9e-04,-49.07391068,"Decrease"
"Echinolittorina peruviana",9e-04,-100,"Decrease"
"austrolittorina araucana",9e-04,-100,"Decrease"
"onchidella sp. ",9e-04,-100,"Decrease"
"Allelopetrolisthes punctatus",9e-04,-50.67548018,"Decrease"
"petrolisthes spinifrons",9e-04,-50.67548018,"Decrease"
"petrolisthes angulosus",9e-04,-50.67548018,"Decrease"
"petrolisthes tuberculatus",9e-04,-50.67548018,"Decrease"
"petrolisthes tuberculosus",9e-04,-50.67548018,"Decrease"
"trimusculus peruvianus",9e-04,-100,"Decrease"
"lessonia nigrescens j",9e-04,-100,"Decrease"
"algae",9e-04,-18.21428696,"Decrease"
"acanthina monodon",0.001,0.236927517,"Less than 5% change"
"acanthocyclus gayi",0.001,10.32740651,"Increase"
"acanthocyclus hassleri",0.001,1.011373812,"Less than 5% change"
"acanthopleura echinata",0.001,8.523438697,"Increase"
"chaetopleura peruviana",0.001,2.768248772,"Less than 5% change"
"chiton  cummingsi",0.001,-6.291727111,"Decrease"
"chiton  granosus",0.001,-7.210206332,"Decrease"
"chiton  latus",0.001,-5.348316626,"Decrease"
"lottia  orbignyi",0.001,-8.135233468,"Decrease"
"concholepas concholepas",0.001,1.469079582,"Less than 5% change"
"enoplochiton  niger",0.001,0.433801372,"Less than 5% change"
"fissurella  costata",0.001,4.647493307,"Less than 5% change"
"fissurella  crassa",0.001,1.59411203,"Less than 5% change"
"fissurella  cummingi",0.001,5.000315087,"Increase"
"fissurella  limbata",0.001,9.952305808,"Increase"
"fissurella  maxima",0.001,3.820395792,"Less than 5% change"
"fissurella  picta",0.001,5.196273462,"Increase"
"fissurella  puhlcra",0.001,5.196273462,"Increase"
"heliaster helianthus",0.001,6.72653893,"Increase"
"scurria  araucana",0.001,-8.148352399,"Decrease"
"scurria  ceciliana",0.001,-8.628672721,"Decrease"
"scurria  plana",0.001,-8.382317205,"Decrease"
"scurria scurra",0.001,-100,"Decrease"
"scurria variabilis",0.001,-9.842769549,"Decrease"
"scurria viridula",0.001,-11.09456897,"Decrease"
"scurria zebrina",0.001,-11.58980413,"Decrease"
"siphonaria lesoni",0.001,-5.136388873,"Decrease"
"stichaster striatus",0.001,12.01411076,"Increase"
"tegula atra",0.001,176.821557,"Increase"
"Tonicia lineolata",0.001,26.84362547,"Increase"
"tonicia  chilensis",0.001,26.84362547,"Increase"
"tonicia  elegans",0.001,26.84362547,"Increase"
"anthotoe spp.",0.001,8.416370813,"Increase"
"austromegabalanus psittacus",0.001,4.622761496,"Less than 5% change"
"balanus laevis",0.001,-3.111373508,"Less than 5% change"
"brachidontes granulata",0.001,4.291090682,"Less than 5% change"
"bunodactis spp.",0.001,8.416370813,"Increase"
"Oulactis concinnata",0.001,8.416370813,"Increase"
"jhelius cirratus",0.001,-27.95239624,"Decrease"
"lessonia nigrescens a",0.001,-100,"Decrease"
"nothobalanus flosculus",0.001,-30.69450531,"Decrease"
"nothochthamalus scabrosus",0.001,-26.86100619,"Decrease"
"parantheopsis ",0.001,8.416370813,"Increase"
"perumytilus purpuratus",0.001,-12.31280729,"Decrease"
"phragmatopoma spp.",0.001,4.529192102,"Less than 5% change"
"phymactis spp.",0.001,8.416370813,"Increase"
"pyura chilensis",0.001,4.568190166,"Less than 5% change"
"semimytilus algosus",0.001,-4.385472569,"Less than 5% change"
"gulls",0.001,-36.65134471,"Decrease"
"cinclodes nigrofumosus",0.001,-49.07390984,"Decrease"
"Echinolittorina peruviana",0.001,-100,"Decrease"
"austrolittorina araucana",0.001,-100,"Decrease"
"onchidella sp. ",0.001,-100,"Decrease"
"Allelopetrolisthes punctatus",0.001,-50.67547933,"Decrease"
"petrolisthes spinifrons",0.001,-50.67547933,"Decrease"
"petrolisthes angulosus",0.001,-50.67547933,"Decrease"
"petrolisthes tuberculatus",0.001,-50.67547933,"Decrease"
"petrolisthes tuberculosus",0.001,-50.67547933,"Decrease"
"trimusculus peruvianus",0.001,-100,"Decrease"
"lessonia nigrescens j",0.001,-100,"Decrease"
"algae",0.001,-18.21428705,"Decrease"
"acanthina monodon",0.0011,0.236927469,"Less than 5% change"
"acanthocyclus gayi",0.0011,10.3274066,"Increase"
"acanthocyclus hassleri",0.0011,1.011373774,"Less than 5% change"
"acanthopleura echinata",0.0011,8.523438636,"Increase"
"chaetopleura peruviana",0.0011,2.768248756,"Less than 5% change"
"chiton  cummingsi",0.0011,-6.291727071,"Decrease"
"chiton  granosus",0.0011,-7.210206459,"Decrease"
"chiton  latus",0.0011,-5.348316567,"Decrease"
"lottia  orbignyi",0.0011,-8.135233454,"Decrease"
"concholepas concholepas",0.0011,1.469079548,"Less than 5% change"
"enoplochiton  niger",0.0011,0.43380127,"Less than 5% change"
"fissurella  costata",0.0011,4.647493196,"Less than 5% change"
"fissurella  crassa",0.0011,1.594111923,"Less than 5% change"
"fissurella  cummingi",0.0011,5.000314976,"Increase"
"fissurella  limbata",0.0011,9.952303701,"Increase"
"fissurella  maxima",0.0011,3.820395685,"Less than 5% change"
"fissurella  picta",0.0011,5.196273352,"Increase"
"fissurella  puhlcra",0.0011,5.196273352,"Increase"
"heliaster helianthus",0.0011,6.726538958,"Increase"
"scurria  araucana",0.0011,-8.148352382,"Decrease"
"scurria  ceciliana",0.0011,-8.628672712,"Decrease"
"scurria  plana",0.0011,-8.382317192,"Decrease"
"scurria scurra",0.0011,-100,"Decrease"
"scurria variabilis",0.0011,-9.84276956,"Decrease"
"scurria viridula",0.0011,-11.09456901,"Decrease"
"scurria zebrina",0.0011,-11.58980418,"Decrease"
"siphonaria lesoni",0.0011,-5.13638881,"Decrease"
"stichaster striatus",0.0011,12.01411095,"Increase"
"tegula atra",0.0011,176.821557,"Increase"
"Tonicia lineolata",0.0011,26.84362555,"Increase"
"tonicia  chilensis",0.0011,26.84362555,"Increase"
"tonicia  elegans",0.0011,26.84362555,"Increase"
"anthotoe spp.",0.0011,8.416370794,"Increase"
"austromegabalanus psittacus",0.0011,4.622761497,"Less than 5% change"
"balanus laevis",0.0011,-3.111373427,"Less than 5% change"
"brachidontes granulata",0.0011,4.291090683,"Less than 5% change"
"bunodactis spp.",0.0011,8.416370794,"Increase"
"Oulactis concinnata",0.0011,8.416370794,"Increase"
"jhelius cirratus",0.0011,-27.95239666,"Decrease"
"lessonia nigrescens a",0.0011,-100,"Decrease"
"nothobalanus flosculus",0.0011,-30.69450568,"Decrease"
"nothochthamalus scabrosus",0.0011,-26.8610066,"Decrease"
"parantheopsis ",0.0011,8.416370794,"Increase"
"perumytilus purpuratus",0.0011,-12.31280745,"Decrease"
"phragmatopoma spp.",0.0011,4.529192102,"Less than 5% change"
"phymactis spp.",0.0011,8.416370794,"Increase"
"pyura chilensis",0.0011,4.568190169,"Less than 5% change"
"semimytilus algosus",0.0011,-4.385472655,"Less than 5% change"
"gulls",0.0011,-36.65134502,"Decrease"
"cinclodes nigrofumosus",0.0011,-49.07391028,"Decrease"
"Echinolittorina peruviana",0.0011,-100,"Decrease"
"austrolittorina araucana",0.0011,-100,"Decrease"
"onchidella sp. ",0.0011,-100,"Decrease"
"Allelopetrolisthes punctatus",0.0011,-50.67547977,"Decrease"
"petrolisthes spinifrons",0.0011,-50.67547977,"Decrease"
"petrolisthes angulosus",0.0011,-50.67547977,"Decrease"
"petrolisthes tuberculatus",0.0011,-50.67547977,"Decrease"
"petrolisthes tuberculosus",0.0011,-50.67547977,"Decrease"
"trimusculus peruvianus",0.0011,-100,"Decrease"
"lessonia nigrescens j",0.0011,-100,"Decrease"
"algae",0.0011,-18.214287,"Decrease"
"acanthina monodon",0.0012,0.236927668,"Less than 5% change"
"acanthocyclus gayi",0.0012,10.32740629,"Increase"
"acanthocyclus hassleri",0.0012,1.011373926,"Less than 5% change"
"acanthopleura echinata",0.0012,8.523438922,"Increase"
"chaetopleura peruviana",0.0012,2.768248826,"Less than 5% change"
"chiton  cummingsi",0.0012,-6.291727079,"Decrease"
"chiton  granosus",0.0012,-7.210205793,"Decrease"
"chiton  latus",0.0012,-5.348316651,"Decrease"
"lottia  orbignyi",0.0012,-8.135233368,"Decrease"
"concholepas concholepas",0.0012,1.46907968,"Less than 5% change"
"enoplochiton  niger",0.0012,0.433801844,"Less than 5% change"
"fissurella  costata",0.0012,4.647493806,"Less than 5% change"
"fissurella  crassa",0.0012,1.594112501,"Less than 5% change"
"fissurella  cummingi",0.0012,5.000315587,"Increase"
"fissurella  limbata",0.0012,9.952304327,"Increase"
"fissurella  maxima",0.0012,3.820396282,"Less than 5% change"
"fissurella  picta",0.0012,5.196273963,"Increase"
"fissurella  puhlcra",0.0012,5.196273963,"Increase"
"heliaster helianthus",0.0012,6.726538847,"Increase"
"scurria  araucana",0.0012,-8.148352297,"Decrease"
"scurria  ceciliana",0.0012,-8.628672596,"Decrease"
"scurria  plana",0.0012,-8.382317091,"Decrease"
"scurria scurra",0.0012,-100,"Decrease"
"scurria variabilis",0.0012,-9.842769364,"Decrease"
"scurria viridula",0.0012,-11.09456872,"Decrease"
"scurria zebrina",0.0012,-11.58980386,"Decrease"
"siphonaria lesoni",0.0012,-5.136388907,"Decrease"
"stichaster striatus",0.0012,12.01411027,"Increase"
"tegula atra",0.0012,176.8215577,"Increase"
"Tonicia lineolata",0.0012,26.84362545,"Increase"
"tonicia  chilensis",0.0012,26.84362545,"Increase"
"tonicia  elegans",0.0012,26.84362545,"Increase"
"anthotoe spp.",0.0012,8.416370851,"Increase"
"austromegabalanus psittacus",0.0012,4.622761488,"Less than 5% change"
"balanus laevis",0.0012,-3.111373619,"Less than 5% change"
"brachidontes granulata",0.0012,4.29109067,"Less than 5% change"
"bunodactis spp.",0.0012,8.416370851,"Increase"
"Oulactis concinnata",0.0012,8.416370851,"Increase"
"jhelius cirratus",0.0012,-27.95239496,"Decrease"
"lessonia nigrescens a",0.0012,-100,"Decrease"
"nothobalanus flosculus",0.0012,-30.69450418,"Decrease"
"nothochthamalus scabrosus",0.0012,-26.86100496,"Decrease"
"parantheopsis ",0.0012,8.416370851,"Increase"
"perumytilus purpuratus",0.0012,-12.31280657,"Decrease"
"phragmatopoma spp.",0.0012,4.529192088,"Less than 5% change"
"phymactis spp.",0.0012,8.416370851,"Increase"
"pyura chilensis",0.0012,4.568190146,"Less than 5% change"
"semimytilus algosus",0.0012,-4.385472172,"Less than 5% change"
"gulls",0.0012,-36.65134374,"Decrease"
"cinclodes nigrofumosus",0.0012,-49.07390858,"Decrease"
"Echinolittorina peruviana",0.0012,-100,"Decrease"
"austrolittorina araucana",0.0012,-100,"Decrease"
"onchidella sp. ",0.0012,-100,"Decrease"
"Allelopetrolisthes punctatus",0.0012,-50.67547805,"Decrease"
"petrolisthes spinifrons",0.0012,-50.67547805,"Decrease"
"petrolisthes angulosus",0.0012,-50.67547805,"Decrease"
"petrolisthes tuberculatus",0.0012,-50.67547805,"Decrease"
"petrolisthes tuberculosus",0.0012,-50.67547805,"Decrease"
"trimusculus peruvianus",0.0012,-100,"Decrease"
"lessonia nigrescens j",0.0012,-100,"Decrease"
"algae",0.0012,-18.21428712,"Decrease"
"acanthina monodon",0.0013,0.236929559,"Less than 5% change"
"acanthocyclus gayi",0.0013,10.32740832,"Increase"
"acanthocyclus hassleri",0.0013,1.011375361,"Less than 5% change"
"acanthopleura echinata",0.0013,8.52344183,"Increase"
"chaetopleura peruviana",0.0013,2.768250801,"Less than 5% change"
"chiton  cummingsi",0.0013,-6.291726859,"Decrease"
"chiton  granosus",0.0013,-7.210201533,"Decrease"
"chiton  latus",0.0013,-5.348317013,"Decrease"
"lottia  orbignyi",0.0013,-8.135232808,"Decrease"
"concholepas concholepas",0.0013,1.469080795,"Less than 5% change"
"enoplochiton  niger",0.0013,0.433805298,"Less than 5% change"
"fissurella  costata",0.0013,4.647497889,"Less than 5% change"
"fissurella  crassa",0.0013,1.594116333,"Less than 5% change"
"fissurella  cummingi",0.0013,5.000319277,"Increase"
"fissurella  limbata",0.0013,9.952308475,"Increase"
"fissurella  maxima",0.0013,3.820399891,"Less than 5% change"
"fissurella  picta",0.0013,5.196277652,"Increase"
"fissurella  puhlcra",0.0013,5.196277652,"Increase"
"heliaster helianthus",0.0013,6.726538309,"Increase"
"scurria  araucana",0.0013,-8.148351743,"Decrease"
"scurria  ceciliana",0.0013,-8.628671855,"Decrease"
"scurria  plana",0.0013,-8.382316441,"Decrease"
"scurria scurra",0.0013,-100,"Decrease"
"scurria variabilis",0.0013,-9.842768147,"Decrease"
"scurria viridula",0.0013,-11.09456697,"Decrease"
"scurria zebrina",0.0013,-11.58980203,"Decrease"
"siphonaria lesoni",0.0013,-5.136389449,"Decrease"
"stichaster striatus",0.0013,12.01411324,"Increase"
"tegula atra",0.0013,176.8215592,"Increase"
"Tonicia lineolata",0.0013,26.84362495,"Increase"
"tonicia  chilensis",0.0013,26.84362495,"Increase"
"tonicia  elegans",0.0013,26.84362495,"Increase"
"anthotoe spp.",0.0013,8.416367729,"Increase"
"austromegabalanus psittacus",0.0013,4.622762993,"Less than 5% change"
"balanus laevis",0.0013,-3.111374667,"Less than 5% change"
"brachidontes granulata",0.0013,4.291091059,"Less than 5% change"
"bunodactis spp.",0.0013,8.416367729,"Increase"
"Oulactis concinnata",0.0013,8.416367729,"Increase"
"jhelius cirratus",0.0013,-27.95238664,"Decrease"
"lessonia nigrescens a",0.0013,-100,"Decrease"
"nothobalanus flosculus",0.0013,-30.69449631,"Decrease"
"nothochthamalus scabrosus",0.0013,-26.86099629,"Decrease"
"parantheopsis ",0.0013,8.416367729,"Increase"
"perumytilus purpuratus",0.0013,-12.31280093,"Decrease"
"phragmatopoma spp.",0.0013,4.52919161,"Less than 5% change"
"phymactis spp.",0.0013,8.416367729,"Increase"
"pyura chilensis",0.0013,4.568189696,"Less than 5% change"
"semimytilus algosus",0.0013,-4.385469184,"Less than 5% change"
"gulls",0.0013,-36.65133635,"Decrease"
"cinclodes nigrofumosus",0.0013,-49.07389909,"Decrease"
"Echinolittorina peruviana",0.0013,-100,"Decrease"
"austrolittorina araucana",0.0013,-100,"Decrease"
"onchidella sp. ",0.0013,-100,"Decrease"
"Allelopetrolisthes punctatus",0.0013,-50.67546841,"Decrease"
"petrolisthes spinifrons",0.0013,-50.67546841,"Decrease"
"petrolisthes angulosus",0.0013,-50.67546841,"Decrease"
"petrolisthes tuberculatus",0.0013,-50.67546841,"Decrease"
"petrolisthes tuberculosus",0.0013,-50.67546841,"Decrease"
"trimusculus peruvianus",0.0013,-100,"Decrease"
"lessonia nigrescens j",0.0013,-100,"Decrease"
"algae",0.0013,-18.21428802,"Decrease"
"acanthina monodon",0.0014,0.236927463,"Less than 5% change"
"acanthocyclus gayi",0.0014,10.32740659,"Increase"
"acanthocyclus hassleri",0.0014,1.01137377,"Less than 5% change"
"acanthopleura echinata",0.0014,8.523438627,"Increase"
